dataset_name,model,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_created_at,artifact_group_key,artifact_id,source_results_table,source_file,random_seed,test_size,stratified_split,configured_models,configured_metrics,num_train_rows,num_val_rows,num_test_rows,num_features,train_num_clean,train_num_defective,test_num_clean,test_num_defective,train_label_distribution,test_label_distribution,selected_metrics,missing_metrics,dropped_all_nan_metrics,decision_threshold,threshold_precision_floor,threshold_constraint_met,threshold_selection_metric,threshold_selection_strategy,threshold_val_precision,threshold_val_recall,threshold_val_f1,threshold_val_auc,cv_folds,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_auc,cv_std_auc,selection_data_source,test_metrics_report_only,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,accuracy,precision,recall,f1,auc,gap_train_test_accuracy,gap_train_test_precision,gap_train_test_recall,gap_train_test_f1,gap_train_test_auc,gap_train_val_accuracy,gap_train_val_precision,gap_train_val_recall,gap_train_val_f1,gap_train_val_auc,model_path,metrics_num_features,tfidf_num_features,tfidf_vocabulary_size,has_commit_text,threshold_strategy_requested,split_manifest_path,split_manifest_hash,split_mode,val_size,use_saved_splits,feature_mode,training_mode,candidate_index,val_num_clean,val_num_defective,params_json,selection_strategy,selection_metric,rank_within_dataset
jitfine,rf,metrics_only,metrics_only,,False,paper-v1,training,,jitfine::rf,jitfine::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,13,,,,,,,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.536900589669828,0.3,True,val_recall,max_recall_with_precision_floor,0.3001464128843338,0.4389721627408993,0.3565217391304348,0.7790975062401834,,,,,,,,,,validation,True,0.8156834005130085,0.2764964305326743,0.7244604316546762,0.4002384737678855,0.8792111585691403,0.8645928636779506,0.3001464128843338,0.4389721627408993,0.3565217391304348,0.7790975062401834,0.8354014598540146,0.2187088274044795,0.3494736842105263,0.2690437601296596,0.6939182922340815,-0.0197180593410061,0.0577876031281947,0.3749867474441499,0.1311947136382258,0.1852928663350588,-0.0489094631649421,-0.0236499823516594,0.2854882689137769,0.0437167346374507,0.1001136523289569,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_jitfine.joblib,13.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,5
jitfine,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,jitfine::lgbm,jitfine::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,,,,,16374,5465,5480,13,14984.0,1390.0,5005.0,475.0,,,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.596460055379883,0.3,True,val_recall,max_recall_with_precision_floor,0.3052959501557632,0.4197002141327623,0.3534715960324617,0.7578693147494543,5.0,0.2066610522825505,0.0068192546560245,0.7050359712230214,0.0289562759676231,0.3195304491787898,0.0096556322697501,0.7915812661136962,0.0107168006600977,validation_threshold,True,0.8221570782948577,0.2689738919247116,0.637410071942446,0.3783091374893254,0.8304338296581102,0.8688014638609333,0.3052959501557632,0.4197002141327623,0.3534715960324617,0.7578693147494543,0.8259124087591241,0.2068543451652386,0.3557894736842105,0.261609907120743,0.6850353856669645,-0.0037553304642663,0.0621195467594729,0.2816205982582355,0.1166992303685823,0.1453984439911456,-0.0466443855660755,-0.0363220582310516,0.2177098578096837,0.0248375414568636,0.0725645149086559,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jitfine\lgbm_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jitfine\manifest.json,,jitline_native_split,,,,tuned,1.0,4998.0,467.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 2.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,6
jitfine,lgbm,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,jitfine::lgbm,jitfine::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,True,,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,1013,14984.0,1390.0,5005.0,475.0,"0:14984,1:1390","0:5005,1:475","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.582141181185587,0.3,True,val_recall,max_recall_with_precision_floor,0.3053311793214863,0.4047109207708779,0.3480662983425414,0.7737844602509099,,,,,,,,,,validation,True,0.8583119579821669,0.3460264900662251,0.7517985611510791,0.473922902494331,0.9025779296477392,0.8704483074107959,0.3053311793214863,0.4047109207708779,0.3480662983425414,0.7737844602509099,0.8412408759124088,0.237017310252996,0.3747368421052631,0.2903752039151713,0.7282496450917504,0.017071082069758,0.1090091798132291,0.377061719045816,0.1835476985791597,0.1743282845559889,-0.012136349428629,0.0406953107447388,0.3470876403802012,0.1258566041517896,0.1287934693968294,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_jitfine.joblib,13.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,7
jitfine,xgb,metrics_only,metrics_only,,False,paper-v1,training,,jitfine::xgb,jitfine::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,13,,,,,,,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.6054338812828064,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.3854389721627409,0.3373945641986879,0.7497585758071965,,,,,,,,,,validation,True,0.8341883473799927,0.2892141266306077,0.6539568345323741,0.4010589013898081,0.8484092144330451,0.8706312900274474,0.3,0.3854389721627409,0.3373945641986879,0.7497585758071965,0.8355839416058394,0.2121621621621621,0.3305263157894736,0.2584362139917695,0.6711734581208264,-0.0013955942258466,0.0770519644684455,0.3234305187429004,0.1426226873980385,0.1772357563122186,-0.0364429426474547,-0.0107858733693922,0.2685178623696331,0.0636643371911201,0.0986506386258485,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_jitfine.joblib,13.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,8
jitfine,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,jitfine::lgbm,jitfine::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,13,,,,,,,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.6334125422319615,0.3,True,val_recall,max_recall_with_precision_floor,0.3002159827213823,0.297644539614561,0.2989247311827957,0.7103655166563413,,,,,,,,,,validation,True,0.8732136313668011,0.3643196202531645,0.662589928057554,0.4701378254211332,0.8922968912643511,0.8806953339432754,0.3002159827213823,0.297644539614561,0.2989247311827957,0.7103655166563413,0.8558394160583942,0.2289156626506024,0.28,0.2518939393939394,0.6587086597612914,0.0173742153084068,0.1354039576025621,0.382589928057554,0.2182438860271938,0.2335882315030596,-0.0074817025764742,0.0641036375317822,0.3649453884429929,0.1712130942383375,0.1819313746080098,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_jitfine.joblib,13.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,9
jm1,rf,metrics_only,metrics_only,,False,paper-v1,training,,jm1::rf,jm1::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\jm1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",9242,1320,2642,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.4954679663570979,0.3,True,val_recall,max_recall_with_precision_floor,0.3006833712984054,0.6285714285714286,0.4067796610169492,0.7286314886314886,,,,,,,,,,validation,True,0.7292793767582775,0.3325747724317295,0.6949728260869565,0.449868073878628,0.7901427679620615,0.7075757575757575,0.2990867579908676,0.6238095238095238,0.404320987654321,0.7286314886314886,0.7009841029523088,0.2905788876276958,0.6080760095011877,0.3932411674347158,0.732697282792947,0.0282952738059686,0.0419958848040337,0.0868968165857688,0.0566269064439121,0.0574454851691145,0.0217036191825199,0.0334880144408619,0.0711633022774327,0.0455470862243069,0.0615112793305728,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_jm1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,880b1f6e0cf37f271b855a8bec830726a0bed1dabdda97a0492084710042abce,saved_split,0.1,True,metrics_only,baseline,,,,,,,1
jm1,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,jm1::xgb,jm1::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jm1_clean.parquet,42,,,,,9242,1320,2642,5,7770.0,1472.0,2221.0,421.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.5167627930641174,0.3,True,val_recall,max_recall_with_precision_floor,0.3037383177570093,0.6190476190476191,0.4075235109717868,0.7269305019305019,5.0,0.2864957757427672,0.0138169717731297,0.6202398247434566,0.0176941141169448,0.391803762070562,0.0150402519218122,0.7231426381166954,0.0170434383872288,validation_threshold,True,0.7148885522614152,0.3107712333224862,0.6487771739130435,0.4202420242024202,0.7581170699037547,0.7136363636363636,0.3037383177570093,0.6190476190476191,0.4075235109717868,0.7269305019305019,0.7100681302043906,0.301038062283737,0.6199524940617577,0.4052795031055901,0.7353057245618106,0.0048204220570245,0.0097331710387491,0.0288246798512857,0.0149625210968301,0.022811345341944,0.0012521886250516,0.0070329155654768,0.0297295548654243,0.0127185132306333,0.0311865679732528,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,,saved_split,,,,tuned,2.0,1110.0,210.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""reg_lambda"": 3.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,2
jm1,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,jm1::rf,jm1::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jm1_clean.parquet,42,,,,,9242,1320,2642,5,7770.0,1472.0,2221.0,421.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.5068340036581894,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.6142857142857143,0.403125,0.7277670527670528,5.0,0.2863853737138029,0.0157817250086639,0.5991629194050502,0.0243711024181195,0.3872247569057664,0.0165309567487483,0.7246462779427152,0.0137749722430639,validation_threshold,True,0.7117507033109717,0.3078658929722759,0.6487771739130435,0.4175776125929165,0.7582129829752113,0.7106060606060606,0.3,0.6142857142857143,0.403125,0.7277670527670528,0.6990915972747919,0.2922222222222222,0.6247030878859857,0.3981831945495837,0.7347410434408759,0.0126591060361798,0.0156436707500537,0.0240740860270577,0.0193944180433328,0.0234719395343354,0.0011446427049111,0.0078658929722759,0.0344914596273291,0.0144526125929164,0.0304459302081585,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\rf_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,,saved_split,,,,tuned,1.0,1110.0,210.0,"{""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 250}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,3
jm1,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,jm1::lgbm,jm1::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jm1_clean.parquet,42,,,,,9242,1320,2642,5,7770.0,1472.0,2221.0,421.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.5304210683164149,0.3,True,val_recall,max_recall_with_precision_floor,0.3045563549160671,0.6047619047619047,0.405103668261563,0.7251866151866152,5.0,0.283777766094489,0.0162783598174948,0.6324801106883432,0.0188733337411407,0.3915769005746764,0.0178217272969232,0.7216534197388574,0.0159770946299946,validation_threshold,True,0.7283055615667604,0.3234794427454978,0.6467391304347826,0.4312570781426953,0.7662680197666611,0.7174242424242424,0.3045563549160671,0.6047619047619047,0.405103668261563,0.7251866151866152,0.708554125662377,0.293491124260355,0.5890736342042755,0.3917851500789889,0.7339998994696488,0.0197514359043834,0.0299883184851427,0.057665496230507,0.0394719280637064,0.0322681202970123,0.0108813191425179,0.0189230878294306,0.0419772256728778,0.0261534098811323,0.0410814045800459,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\lgbm_candidate3.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,,saved_split,,,,tuned,3.0,1110.0,210.0,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_samples"": 30, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 4.0, ""subsample"": 0.75}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,4
jm1,xgb,metrics_only,metrics_only,,False,paper-v1,training,,jm1::xgb,jm1::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\jm1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",9242,1320,2642,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.5225496888160706,0.3,True,val_recall,max_recall_with_precision_floor,0.3043478260869565,0.6,0.4038461538461538,0.7263663663663664,,,,,,,,,,validation,True,0.7224626704176585,0.3161789438277834,0.6385869565217391,0.4229471316085489,0.759115064210173,0.7181818181818181,0.3043478260869565,0.6,0.4038461538461538,0.7263663663663664,0.7172596517789553,0.3040865384615384,0.6009501187648456,0.4038308060654429,0.7363153059598456,0.0052030186387032,0.0120924053662449,0.0376368377568935,0.0191163255431059,0.0227997582503274,0.0042808522358404,0.0118311177408268,0.0385869565217391,0.019100977762395,0.0327486978438066,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_jm1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,880b1f6e0cf37f271b855a8bec830726a0bed1dabdda97a0492084710042abce,saved_split,0.1,True,metrics_only,baseline,,,,,,,5
jm1,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,jm1::lgbm,jm1::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\jm1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",9242,1320,2642,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.532970251370849,0.3,True,val_recall,max_recall_with_precision_floor,0.3007518796992481,0.5714285714285714,0.3940886699507389,0.7247039897039897,,,,,,,,,,validation,True,0.7463752434537979,0.3427128427128427,0.6453804347826086,0.4476908576814326,0.7785221605534106,0.7204545454545455,0.3007518796992481,0.5714285714285714,0.3940886699507389,0.7247039897039897,0.7134746404239213,0.292079207920792,0.5605700712589073,0.3840520748576078,0.7294615958016815,0.0329006030298766,0.0506336347920506,0.0848103635237013,0.0636387828238248,0.0490605647517291,0.0259206979992524,0.0419609630135945,0.0739518633540372,0.0536021877306936,0.0538181708494208,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_jm1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,880b1f6e0cf37f271b855a8bec830726a0bed1dabdda97a0492084710042abce,saved_split,0.1,True,metrics_only,baseline,,,,,,,6
kc1,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,kc1::xgb,kc1::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\kc1_clean.parquet,42,,,,,1476,210,423,5,1248.0,228.0,358.0,65.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.4768067896366119,0.3,True,val_recall,max_recall_with_precision_floor,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8401814757746962,5.0,0.265177138371224,0.0124473291196974,0.7899516908212559,0.1045745434702457,0.3946951775150153,0.0133155640706809,0.7810000745009023,0.0178148086800535,validation_threshold,True,0.5968834688346883,0.2626131953428202,0.8903508771929824,0.4055944055944055,0.8103790626405758,0.7095238095238096,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8401814757746962,0.5650118203309693,0.2424242424242424,0.8615384615384616,0.3783783783783784,0.788268156424581,0.031871648503719,0.0201889529185777,0.0288124156545208,0.0272160272160271,0.0221109062159947,-0.1126403406891212,-0.0782958955662707,-0.0187400318979266,-0.0902733630006357,-0.0298024131341203,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\xgb_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,,saved_split,,,,tuned,1.0,177.0,33.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 120, ""reg_lambda"": 4.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,1
kc1,xgb,metrics_only,metrics_only,,False,paper-v1,training,,kc1::xgb,kc1::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\kc1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",1476,210,423,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.3788508474826813,0.3,True,val_recall,max_recall_with_precision_floor,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8304228727957542,,,,,,,,,,validation,True,0.5989159891598916,0.2672634271099744,0.9166666666666666,0.4138613861386138,0.857726748762933,0.7095238095238096,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8304228727957542,0.5673758865248227,0.2456896551724137,0.8769230769230769,0.3838383838383838,0.7908895573700043,0.0315401026350689,0.0215737719375606,0.0397435897435897,0.03002300230023,0.0668371913929286,-0.1106078203639179,-0.0736456637991164,0.0075757575757575,-0.0820063824564275,0.0273038759671787,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_kc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,0d557017814d430009c614c1be875248f020efe4bb7799a98ae9acdc31501404,saved_split,0.1,True,metrics_only,baseline,,,,,,,2
kc1,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,kc1::lgbm,kc1::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\kc1_clean.parquet,42,,,,,1476,210,423,5,1248.0,228.0,358.0,65.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.447638707875585,0.3,True,val_recall,max_recall_with_precision_floor,0.3157894736842105,0.9090909090909092,0.46875,0.8447183701420989,5.0,0.274810523169577,0.0057266901624859,0.7502415458937198,0.0615679587927666,0.4015823230927566,0.0087116567886375,0.7769064059135091,0.0143587232592122,validation_threshold,True,0.5718157181571816,0.2548543689320388,0.9210526315789472,0.3992395437262357,0.8224492521367521,0.6761904761904762,0.3157894736842105,0.9090909090909092,0.46875,0.8447183701420989,0.5508274231678487,0.2406639004149377,0.8923076923076924,0.3790849673202614,0.7915556510528579,0.0209882949893328,0.014190468517101,0.0287449392712549,0.0201545764059743,0.0308936010838942,-0.1043747580332946,-0.0609351047521716,0.0119617224880382,-0.0695104562737642,-0.0222691180053468,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\lgbm_candidate3.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,,saved_split,,,,tuned,3.0,177.0,33.0,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 30, ""n_estimators"": 180, ""num_leaves"": 11, ""reg_lambda"": 6.0, ""subsample"": 0.7}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,3
kc1,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,kc1::rf,kc1::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\kc1_clean.parquet,42,,,,,1476,210,423,5,1248.0,228.0,358.0,65.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.4151916113962419,0.3,True,val_recall,max_recall_with_precision_floor,0.3092783505154639,0.9090909090909092,0.4615384615384615,0.8329053244307483,5.0,0.2752110164116174,0.0078940772074346,0.728695652173913,0.0914739625374687,0.3977498556598889,0.0116824583613907,0.7795005319830045,0.0162586556595916,validation_threshold,True,0.5752032520325203,0.2546125461254612,0.9078947368421052,0.3976945244956772,0.8162973037561853,0.6666666666666666,0.3092783505154639,0.9090909090909092,0.4615384615384615,0.8329053244307483,0.5626477541371159,0.2478991596638655,0.9076923076923076,0.3894389438943894,0.7994413407821228,0.0125554978954044,0.0067133864615956,0.0002024291497976,0.0082555806012877,0.0168559629740624,-0.0914634146341463,-0.0546658043900026,-0.0011961722488037,-0.0638439370427843,-0.016608020674563,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\rf_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,,saved_split,,,,tuned,1.0,177.0,33.0,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""min_samples_split"": 6, ""n_estimators"": 150}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,4
