dataset_name,model,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_created_at,artifact_group_key,artifact_id,source_results_table,source_file,random_seed,test_size,stratified_split,configured_models,configured_metrics,num_train_rows,num_val_rows,num_test_rows,num_features,train_num_clean,train_num_defective,test_num_clean,test_num_defective,train_label_distribution,test_label_distribution,selected_metrics,missing_metrics,dropped_all_nan_metrics,decision_threshold,threshold_precision_floor,threshold_constraint_met,threshold_selection_metric,threshold_selection_strategy,threshold_val_precision,threshold_val_recall,threshold_val_f1,threshold_val_auc,cv_folds,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_auc,cv_std_auc,selection_data_source,test_metrics_report_only,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,accuracy,precision,recall,f1,auc,gap_train_test_accuracy,gap_train_test_precision,gap_train_test_recall,gap_train_test_f1,gap_train_test_auc,gap_train_val_accuracy,gap_train_val_precision,gap_train_val_recall,gap_train_val_f1,gap_train_val_auc,model_path,metrics_num_features,tfidf_num_features,tfidf_vocabulary_size,has_commit_text,threshold_strategy_requested,split_manifest_path,split_manifest_hash,split_mode,val_size,use_saved_splits,feature_mode,training_mode,candidate_index,val_num_clean,val_num_defective,params_json,selection_strategy,selection_metric,rank_within_dataset
kc1,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,kc1::lgbm,kc1::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\kc1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",1476,210,423,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.3013551991004086,0.3,True,val_recall,max_recall_with_precision_floor,0.303030303030303,0.9090909090909092,0.4545454545454545,0.8192946413285396,,,,,,,,,,validation,True,0.5718157181571816,0.2554479418886198,0.925438596491228,0.4003795066413662,0.8549609199280253,0.6571428571428571,0.303030303030303,0.9090909090909092,0.4545454545454545,0.8192946413285396,0.557919621749409,0.2479338842975206,0.9230769230769232,0.3908794788273615,0.7961753330468414,0.0138960964077725,0.0075140575910991,0.0023616734143049,0.0095000278140046,0.0587855868811838,-0.0853271389856755,-0.0475823611416831,0.016347687400319,-0.0541659479040882,0.0356662785994856,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_kc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,0d557017814d430009c614c1be875248f020efe4bb7799a98ae9acdc31501404,saved_split,0.1,True,metrics_only,baseline,,,,,,,5
kc1,rf,metrics_only,metrics_only,,False,paper-v1,training,,kc1::rf,kc1::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\kc1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",1476,210,423,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.3072012639722147,0.3,True,val_recall,max_recall_with_precision_floor,0.3061224489795918,0.9090909090909092,0.4580152671755725,0.8201506591337099,,,,,,,,,,validation,True,0.5846883468834688,0.2608695652173913,0.9210526315789472,0.4065827686350435,0.8726225118083671,0.6571428571428571,0.2947368421052631,0.8484848484848485,0.4375,0.8201506591337099,0.5673758865248227,0.25,0.9076923076923076,0.3920265780730897,0.8131714654061024,0.017312460358646,0.0108695652173912,0.0133603238866396,0.0145561905619538,0.0594510464022647,-0.0724545102593883,-0.0338672768878718,0.0725677830940988,-0.0309172313649564,0.0524718526746572,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_kc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,0d557017814d430009c614c1be875248f020efe4bb7799a98ae9acdc31501404,saved_split,0.1,True,metrics_only,baseline,,,,,,,6
openstack,lgbm,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,openstack::lgbm,openstack::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,True,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,1022,9457.0,1318.0,1168.0,163.0,"0:9457,1:1318","0:1168,1:163","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.466785568870866,0.3,True,val_recall,max_recall_with_precision_floor,0.309192200557103,0.7602739726027398,0.4396039603960396,0.8316188343142872,,,,,,,,,,validation,True,0.8132714617169373,0.3903286978508217,0.9370257966616083,0.5510932619366354,0.939550361567886,0.7637729549248747,0.309192200557103,0.7602739726027398,0.4396039603960396,0.8316188343142872,0.7678437265214124,0.3193069306930693,0.7914110429447853,0.455026455026455,0.840333221279099,0.0454277351955249,0.0710217671577524,0.1456147537168232,0.0960668069101804,0.0992171402887868,0.0494985067920625,0.0811364972937186,0.1767518240588687,0.1114893015405958,0.1079315272535986,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\lgbm_openstack.joblib,22.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,1
openstack,xgb,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,openstack::xgb,openstack::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,True,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,1022,9457.0,1318.0,1168.0,163.0,"0:9457,1:1318","0:1168,1:163","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.4857492744922638,0.3,True,val_recall,max_recall_with_precision_floor,0.3033707865168539,0.7397260273972602,0.4302788844621514,0.8251536538361374,,,,,,,,,,validation,True,0.7825522041763341,0.3444613050075872,0.8611532625189682,0.4920875785822675,0.9023325448965313,0.7612687813021702,0.3033707865168539,0.7397260273972602,0.4302788844621514,0.8251536538361374,0.7535687453042825,0.3031026252983294,0.7791411042944786,0.436426116838488,0.8428229262963274,0.0289834588720515,0.0413586797092578,0.0820121582244896,0.0556614617437795,0.0595096186002038,0.0212834228741638,0.0410905184907333,0.1214272351217079,0.061808694120116,0.0771788910603938,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\xgb_openstack.joblib,22.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,2
openstack,rf,metrics_plus_commit_text,metrics_plus_commit_text,commit_text,True,paper-v1,training,,openstack::rf,openstack::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\hybrid_tfidf_results.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,True,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,1022,9457.0,1318.0,1168.0,163.0,"0:9457,1:1318","0:1168,1:163","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.4987665230194133,0.3,True,val_recall,max_recall_with_precision_floor,0.3029411764705882,0.7054794520547946,0.4238683127572016,0.8054716391478722,,,,,,,,,,validation,True,0.794431554524362,0.353287536800785,0.8194233687405159,0.4937142857142857,0.8835472531767864,0.7662771285475793,0.3029411764705882,0.7054794520547946,0.4238683127572016,0.8054716391478722,0.7505634861006761,0.2860759493670886,0.6932515337423313,0.4050179211469534,0.8212769980670646,0.0438680684236858,0.0672115874336964,0.1261718349981846,0.0886963645673323,0.0622702551097218,0.0281544259767826,0.0503463603301968,0.1139439166857213,0.069845972957084,0.0780756140289141,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\hybrid_tfidf\rf_openstack.joblib,22.0,1000.0,1000.0,True,recall_with_precision_floor,,,jitline_native_split,0.1,,metrics+tfidf,hybrid_tfidf,,,,,,,3
openstack,xgb,metrics_only,metrics_only,,False,paper-v1,training,,openstack::xgb,openstack::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,22,,,,,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5546623468399048,0.3,True,val_recall,max_recall_with_precision_floor,0.3012422360248447,0.6643835616438356,0.4145299145299145,0.8088637429032761,,,,,,,,,,validation,True,0.802784222737819,0.3579725448785639,0.7716236722306525,0.4890598701610964,0.8794784411126603,0.7712854757929883,0.3012422360248447,0.6643835616438356,0.4145299145299145,0.8088637429032761,0.7791134485349361,0.3185595567867036,0.7055214723926381,0.4389312977099237,0.8301065215564334,0.0236707742028828,0.0394129880918602,0.0661021998380144,0.0501285724511727,0.0493719195562268,0.0314987469448306,0.0567303088537191,0.1072401105868169,0.0745299556311818,0.0706146982093841,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_openstack.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,4
openstack,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,openstack::xgb,openstack::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,,,,,10775,1198,1331,22,9457.0,1318.0,1168.0,163.0,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.559322714805603,0.3,True,val_recall,max_recall_with_precision_floor,0.3018867924528302,0.6575342465753424,0.4137931034482758,0.8079327048283764,5.0,0.295942953759237,0.0087733521604593,0.7291364212466874,0.0100207341522608,0.4209713700805436,0.01026149756118,0.8235851194117203,0.0093295642517751,validation_threshold,True,0.8037122969837587,0.3589380530973451,0.7693474962063733,0.4895003620564808,0.8782354938405815,0.7729549248747913,0.3018867924528302,0.6575342465753424,0.4137931034482758,0.8079327048283764,0.7806160781367393,0.3193277310924369,0.6993865030674846,0.4384615384615384,0.8300434910496679,0.0230962188470194,0.0396103220049081,0.0699609931388887,0.0510388235949423,0.0481920027909136,0.0307573721089673,0.0570512606445149,0.1118132496310309,0.0757072586082049,0.0703027890122051,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\openstack\xgb_candidate2.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\openstack\manifest.json,,jitline_native_split,,,,tuned,2.0,1052.0,146.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""reg_lambda"": 3.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,5
openstack,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,openstack::rf,openstack::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,,,,,10775,1198,1331,22,9457.0,1318.0,1168.0,163.0,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.4449099916849131,0.3,True,val_recall,max_recall_with_precision_floor,0.3003194888178914,0.6438356164383562,0.4095860566448802,0.802222772019376,5.0,0.3431722911091375,0.0169390659485216,0.5788570111764029,0.0288327115058599,0.4307231587370701,0.0195305377340144,0.811373402480062,0.011092335056784,validation_threshold,True,0.8232946635730859,0.4022681787858572,0.9150227617602428,0.5588507877664504,0.9379575758849696,0.7737896494156928,0.3003194888178914,0.6438356164383562,0.4095860566448802,0.802222772019376,0.772351615326822,0.3087431693989071,0.6932515337423313,0.4272211720226843,0.8255473149004118,0.0509430482462639,0.0935250093869501,0.2217712280179115,0.131629615743766,0.1124102609845578,0.049505014157393,0.1019486899679658,0.2711871453218866,0.1492647311215701,0.1357348038655936,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\openstack\rf_candidate3.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\openstack\manifest.json,,jitline_native_split,,,,tuned,3.0,1052.0,146.0,"{""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 350}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,6
openstack,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,openstack::lgbm,openstack::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,,,,,10775,1198,1331,22,9457.0,1318.0,1168.0,163.0,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5604513269492177,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.636986301369863,0.4078947368421052,0.8095148184801292,5.0,0.2915355679032393,0.0115001145912635,0.7374755156123978,0.0151496711803709,0.4178182404113582,0.0137751918173979,0.8221898857271421,0.0099889187921322,validation_threshold,True,0.7987935034802784,0.3497171145685997,0.7503793626707133,0.477086348287506,0.8653919995353139,0.7746243739565943,0.3,0.636986301369863,0.4078947368421052,0.8095148184801292,0.7738542449286251,0.3135135135135135,0.7116564417177914,0.4352720450281426,0.8287750021010168,0.0249392585516533,0.0362036010550861,0.0387229209529218,0.0418143032593634,0.036616997434297,0.0241691295236841,0.0497171145685997,0.1133930613008502,0.0691916114454007,0.0558771810551846,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\openstack\lgbm_candidate1.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\openstack\manifest.json,,jitline_native_split,,,,tuned,1.0,1052.0,146.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 2.0, ""subsample"": 0.8}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,7
openstack,rf,metrics_only,metrics_only,,False,paper-v1,training,,openstack::rf,openstack::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,22,,,,,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5086030643633485,0.3,True,val_recall,max_recall_with_precision_floor,0.3036303630363036,0.6301369863013698,0.4097995545657015,0.7998007708734829,,,,,,,,,,validation,True,0.814292343387471,0.3785993601137575,0.8080424886191199,0.5156136528685549,0.9002435430523881,0.7787979966611018,0.3036303630363036,0.6301369863013698,0.4097995545657015,0.7998007708734829,0.7753568745304282,0.307909604519774,0.6687116564417178,0.4216634429400386,0.8224010421043785,0.0389354688570428,0.0706897555939835,0.139330832177402,0.0939502099285162,0.0778425009480096,0.0354943467263692,0.0749689970774539,0.17790550231775,0.1058140983028533,0.1004427721789051,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_openstack.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,8
openstack,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,openstack::lgbm,openstack::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,22,,,,,,,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5316461495653395,0.3,True,val_recall,max_recall_with_precision_floor,0.3074324324324324,0.6232876712328768,0.4117647058823529,0.8050223969998438,,,,,,,,,,validation,True,0.8309976798143851,0.4092385420425839,0.8603945371775418,0.5546588407923698,0.922901807927681,0.7829716193656093,0.3074324324324324,0.6232876712328768,0.4117647058823529,0.8050223969998438,0.7791134485349361,0.3154929577464789,0.6871165644171779,0.4324324324324324,0.8268079250357173,0.0518842312794489,0.093745584296105,0.1732779727603638,0.1222264083599373,0.0960938828919636,0.0480260604487757,0.1018061096101514,0.237106865944665,0.1428941349100169,0.1178794109278371,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_openstack.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,baseline,,,,,,,9
pc1,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,pc1::lgbm,pc1::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\pc1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",776,110,223,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.6716400049801186,0.3,True,val_recall,max_recall_with_precision_floor,0.3076923076923077,0.5,0.3809523809523809,0.6770833333333334,,,,,,,,,,validation,True,0.9149484536082474,0.4375,0.7777777777777778,0.56,0.9534728634451628,0.8818181818181818,0.3076923076923077,0.5,0.3809523809523809,0.6770833333333334,0.8295964125560538,0.1714285714285714,0.4,0.24,0.7668269230769231,0.0853520410521936,0.2660714285714285,0.3777777777777777,0.32,0.1866459403682395,0.0331302717900655,0.1298076923076923,0.2777777777777778,0.1790476190476191,0.2763895301118293,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_pc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,76781b4ddef3908e2d7b9e8539281437866dcd75d664d756c25dba7a62d92adc,saved_split,0.1,True,metrics_only,baseline,,,,,,,1
pc1,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,pc1::rf,pc1::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\pc1_clean.parquet,42,,,,,776,110,223,5,722.0,54.0,208.0,15.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.6894148190714491,0.3,True,val_recall,max_recall_with_precision_floor,1.0,0.25,0.4,0.7800245098039216,5.0,0.1207422969187675,0.0213275662767278,0.2963636363636363,0.0352558535084824,0.1700617399909296,0.0227156881003812,0.6888621560431906,0.0721780907526095,validation_threshold,True,0.9471649484536082,0.76,0.3518518518518518,0.4810126582278481,0.9198471324510106,0.9454545454545454,1.0,0.25,0.4,0.7800245098039216,0.9192825112107624,0.2,0.0666666666666666,0.1,0.7147435897435898,0.0278824372428458,0.56,0.2851851851851852,0.3810126582278481,0.2051035427074208,0.0017104029990627,-0.24,0.1018518518518518,0.081012658227848,0.139822622647089,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\rf_candidate2.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,,saved_split,,,,tuned,2.0,102.0,8.0,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 200}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,2
pc1,xgb,metrics_only,metrics_only,,False,paper-v1,training,,pc1::xgb,pc1::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\pc1_experiment.parquet,42,0.2,,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",776,110,223,5,,,,,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.8438370823860168,0.3,True,val_recall,max_recall_with_precision_floor,1.0,0.25,0.4,0.729779411764706,,,,,,,,,,validation,True,0.952319587628866,0.8695652173913043,0.3703703703703703,0.5194805194805194,0.9477275058992508,0.9454545454545454,1.0,0.25,0.4,0.729779411764706,0.9327354260089686,0.5,0.1333333333333333,0.2105263157894736,0.7592948717948718,0.0195841616198972,0.3695652173913043,0.237037037037037,0.3089542036910457,0.1884326341043791,0.0068650421743204,-0.1304347826086956,0.1203703703703703,0.1194805194805194,0.2179480941345449,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_pc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,76781b4ddef3908e2d7b9e8539281437866dcd75d664d756c25dba7a62d92adc,saved_split,0.1,True,metrics_only,baseline,,,,,,,3
pc1,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,pc1::xgb,pc1::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\pc1_clean.parquet,42,,,,,776,110,223,5,722.0,54.0,208.0,15.0,,,"loc,v(g),ev(g),iv(g),branchCount",,,0.7491284012794495,0.3,True,val_recall,max_recall_with_precision_floor,0.6666666666666666,0.25,0.3636363636363636,0.7604166666666666,5.0,0.1482070842521405,0.0515971688484033,0.5163636363636364,0.1628668776476995,0.2288734414652984,0.0776828482211957,0.7089055207244862,0.0805048867922275,validation_threshold,True,0.9368556701030928,0.6086956521739131,0.2592592592592592,0.3636363636363636,0.8722812147327383,0.9363636363636364,0.6666666666666666,0.25,0.3636363636363636,0.7604166666666666,0.9192825112107624,0.3333333333333333,0.2,0.25,0.7189102564102564,0.0175731588923304,0.2753623188405797,0.0592592592592592,0.1136363636363636,0.1533709583224819,0.0004920337394563,-0.0579710144927535,0.0092592592592592,0.0,0.1118645480660717,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\xgb_candidate2.joblib,,,,,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,,saved_split,,,,tuned,2.0,102.0,8.0,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.04, ""max_depth"": 2, ""min_child_weight"": 6, ""n_estimators"": 150, ""reg_lambda"": 5.0, ""subsample"": 0.75}",best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,4
