dataset_name,model,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_created_at,artifact_group_key,artifact_id,source_results_table,source_file,random_seed,test_size,configured_models,configured_metrics,num_train_rows,num_val_rows,num_test_rows,num_features,selected_metrics,missing_metrics,dropped_all_nan_metrics,decision_threshold,threshold_precision_floor,threshold_constraint_met,threshold_selection_metric,threshold_selection_strategy,threshold_val_precision,threshold_val_recall,threshold_val_f1,threshold_val_auc,selection_data_source,test_metrics_report_only,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,accuracy,precision,recall,f1,auc,gap_train_test_accuracy,gap_train_test_precision,gap_train_test_recall,gap_train_test_f1,gap_train_test_auc,gap_train_val_accuracy,gap_train_val_precision,gap_train_val_recall,gap_train_val_f1,gap_train_val_auc,model_path,metrics_num_features,tfidf_num_features,tfidf_vocabulary_size,has_commit_text,threshold_strategy_requested,split_manifest_path,split_manifest_hash,split_mode,val_size,use_saved_splits,feature_mode
pc1,xgb,metrics_only,metrics_only,,False,paper-v1,training,,pc1::xgb,pc1::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\pc1_experiment.parquet,42,0.2,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",776,110,223,5,"loc,v(g),ev(g),iv(g),branchCount",,,0.8438370823860168,0.3,True,val_recall,max_recall_with_precision_floor,1.0,0.25,0.4,0.729779411764706,validation,True,0.9523195876288659,0.8695652173913043,0.37037037037037035,0.5194805194805194,0.9477275058992509,0.9454545454545454,1.0,0.25,0.4,0.729779411764706,0.9327354260089686,0.5,0.13333333333333333,0.21052631578947367,0.7592948717948718,0.01958416161989729,0.3695652173913043,0.23703703703703702,0.30895420369104576,0.18843263410437916,0.00686504217432049,-0.13043478260869568,0.12037037037037035,0.11948051948051941,0.21794809413454497,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_pc1.joblib,5,0,0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,76781b4ddef3908e2d7b9e8539281437866dcd75d664d756c25dba7a62d92adc,saved_split,0.1,True,metrics_only
pc1,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,pc1::lgbm,pc1::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\pc1_experiment.parquet,42,0.2,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",776,110,223,5,"loc,v(g),ev(g),iv(g),branchCount",,,0.6716400049801186,0.3,True,val_recall,max_recall_with_precision_floor,0.3076923076923077,0.5,0.38095238095238093,0.6770833333333334,validation,True,0.9149484536082474,0.4375,0.7777777777777778,0.56,0.9534728634451627,0.8818181818181818,0.3076923076923077,0.5,0.38095238095238093,0.6770833333333334,0.8295964125560538,0.17142857142857143,0.4,0.24,0.7668269230769231,0.08535204105219363,0.26607142857142857,0.37777777777777777,0.32000000000000006,0.18664594036823956,0.03313027179006556,0.1298076923076923,0.2777777777777778,0.17904761904761912,0.2763895301118293,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_pc1.joblib,5,0,0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,76781b4ddef3908e2d7b9e8539281437866dcd75d664d756c25dba7a62d92adc,saved_split,0.1,True,metrics_only
openstack,rf,metrics_only,metrics_only,,False,paper-v1,training,,openstack::rf,openstack::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,22,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5086030643633485,0.3,True,val_recall,max_recall_with_precision_floor,0.30363036303630364,0.6301369863013698,0.40979955456570155,0.7998007708734829,validation,True,0.814292343387471,0.37859936011375755,0.8080424886191199,0.5156136528685549,0.9002435430523881,0.7787979966611018,0.30363036303630364,0.6301369863013698,0.40979955456570155,0.7998007708734829,0.7753568745304282,0.307909604519774,0.6687116564417178,0.42166344294003866,0.8224010421043785,0.0389354688570428,0.07068975559398355,0.13933083217740205,0.09395020992851622,0.0778425009480096,0.0354943467263692,0.07496899707745391,0.17790550231775004,0.10581409830285332,0.10044277217890518,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_openstack.joblib,22,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
openstack,xgb,metrics_only,metrics_only,,False,paper-v1,training,,openstack::xgb,openstack::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,22,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5546623468399048,0.3,True,val_recall,max_recall_with_precision_floor,0.30124223602484473,0.6643835616438356,0.41452991452991456,0.8088637429032761,validation,True,0.802784222737819,0.3579725448785639,0.7716236722306525,0.4890598701610964,0.8794784411126603,0.7712854757929883,0.30124223602484473,0.6643835616438356,0.41452991452991456,0.8088637429032761,0.7791134485349361,0.3185595567867036,0.7055214723926381,0.4389312977099237,0.8301065215564334,0.023670774202882883,0.03941298809186028,0.06610219983801446,0.05012857245117275,0.049371919556226884,0.03149874694483068,0.05673030885371916,0.10724011058681693,0.07452995563118187,0.07061469820938415,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_openstack.joblib,22,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
openstack,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,openstack::lgbm,openstack::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775,1198,1331,22,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5316461495653395,0.3,True,val_recall,max_recall_with_precision_floor,0.30743243243243246,0.6232876712328768,0.4117647058823529,0.8050223969998438,validation,True,0.8309976798143851,0.4092385420425839,0.8603945371775418,0.5546588407923698,0.922901807927681,0.7829716193656093,0.30743243243243246,0.6232876712328768,0.4117647058823529,0.8050223969998438,0.7791134485349361,0.3154929577464789,0.6871165644171779,0.43243243243243246,0.8268079250357173,0.05188423127944897,0.09374558429610502,0.17327797276036383,0.12222640835993737,0.09609388289196363,0.048026060448775776,0.10180610961015146,0.237106865944665,0.1428941349100169,0.11787941092783716,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_openstack.joblib,22,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
qt,rf,metrics_only,metrics_only,,False,paper-v1,training,,qt::rf,qt::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,22,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.678767734546095,0.3,True,val_recall,max_recall_with_precision_floor,0.3034825870646766,0.3719512195121951,0.33424657534246577,0.8069880884855358,validation,True,0.9199289110908305,0.4476454293628809,0.5466847090663058,0.49223271398111484,0.915102596732848,0.8949870354364736,0.3034825870646766,0.3719512195121951,0.33424657534246577,0.8069880884855358,0.8988720342279268,0.30256410256410254,0.3224043715846995,0.31216931216931215,0.7895671435501734,0.021056876862903695,0.14508132679877833,0.22428033748160636,0.1800634018118027,0.12553545318267456,0.024941875654356904,0.14416284229820425,0.17473348955411072,0.15798613863864908,0.10811450824731217,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_qt.joblib,22,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
qt,xgb,metrics_only,metrics_only,,False,paper-v1,training,,qt::xgb,qt::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,22,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.7133405208587646,0.3,True,val_recall,max_recall_with_precision_floor,0.3125,0.4878048780487805,0.38095238095238093,0.8212081678956324,validation,True,0.8991306018540756,0.3652512998266898,0.5703653585926928,0.44532488114104596,0.8904433037461207,0.8876404494382022,0.3125,0.4878048780487805,0.38095238095238093,0.8212081678956324,0.8872034227926877,0.285140562248996,0.3879781420765027,0.3287037037037037,0.8037134671536187,0.01192717906138785,0.08011073757769382,0.18238721651619005,0.11662117743734224,0.086729836592502,0.011490152415873367,0.0527512998266898,0.0825604805439123,0.06437250018866503,0.06923513585048824,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_qt.joblib,22,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
qt,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,qt::lgbm,qt::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\qt_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",20819,2314,2571,22,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.7288581240549079,0.3,True,val_recall,max_recall_with_precision_floor,0.30493273542600896,0.4146341463414634,0.35142118863049093,0.8223057288712421,validation,True,0.9171910274268696,0.43970588235294117,0.6069012178619756,0.5099488345650938,0.9277537905096055,0.8915298184961107,0.30493273542600896,0.4146341463414634,0.35142118863049093,0.8223057288712421,0.897705173084403,0.31981981981981983,0.3879781420765027,0.3506172839506173,0.799905721686758,0.019485854342466635,0.11988606253312134,0.21892307578547288,0.15933155061447646,0.1278480688228475,0.02566120893075896,0.1347731469269322,0.1922670715205122,0.15852764593460283,0.1054480616383634,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_qt.joblib,22,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
jitfine,rf,metrics_only,metrics_only,,False,paper-v1,training,,jitfine::rf,jitfine::rf::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,13,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.536900589669828,0.3,True,val_recall,max_recall_with_precision_floor,0.3001464128843338,0.43897216274089934,0.3565217391304348,0.7790975062401834,validation,True,0.8156834005130085,0.27649643053267436,0.7244604316546762,0.4002384737678855,0.8792111585691403,0.8645928636779506,0.3001464128843338,0.43897216274089934,0.3565217391304348,0.7790975062401834,0.8354014598540146,0.21870882740447958,0.3494736842105263,0.26904376012965964,0.6939182922340815,-0.019718059341006122,0.05778760312819478,0.3749867474441499,0.13119471363822588,0.18529286633505881,-0.04890946316494216,-0.023649982351659438,0.2854882689137769,0.04371673463745074,0.10011365232895697,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\rf_jitfine.joblib,13,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
jitfine,xgb,metrics_only,metrics_only,,False,paper-v1,training,,jitfine::xgb,jitfine::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,13,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.6054338812828064,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.3854389721627409,0.3373945641986879,0.7497585758071965,validation,True,0.8341883473799927,0.2892141266306077,0.6539568345323741,0.4010589013898081,0.8484092144330451,0.8706312900274474,0.3,0.3854389721627409,0.3373945641986879,0.7497585758071965,0.8355839416058394,0.21216216216216216,0.33052631578947367,0.2584362139917695,0.6711734581208264,-0.0013955942258466747,0.07705196446844553,0.3234305187429004,0.14262268739803857,0.17723575631221866,-0.036442942647454735,-0.010785873369392296,0.26851786236963315,0.06366433719112019,0.09865063862584855,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_jitfine.joblib,13,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
jitfine,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,jitfine::lgbm,jitfine::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jitfine_clean.parquet,42,0.2,"rf,xgb,lgbm","la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",16374,5465,5480,13,"la,ld,nf,ns,nd,entropy,ndev,lt,nuc,age,exp,rexp,sexp",,,0.6334125422319615,0.3,True,val_recall,max_recall_with_precision_floor,0.3002159827213823,0.29764453961456105,0.2989247311827957,0.7103655166563413,validation,True,0.8732136313668011,0.36431962025316456,0.662589928057554,0.47013782542113325,0.8922968912643511,0.8806953339432754,0.3002159827213823,0.29764453961456105,0.2989247311827957,0.7103655166563413,0.8558394160583942,0.2289156626506024,0.28,0.2518939393939394,0.6587086597612914,0.017374215308406882,0.13540395760256216,0.382589928057554,0.21824388602719386,0.23358823150305963,-0.007481702576474292,0.06410363753178228,0.36494538844299296,0.17121309423833753,0.1819313746080098,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_jitfine.joblib,13,0,0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only
