dataset_name,model,feature_family,feature_set,text_feature_column,uses_commit_text,artifact_schema_version,artifact_stage,artifact_created_at,artifact_group_key,artifact_id,source_results_table,baseline_source_file,baseline_random_seed,baseline_test_size,baseline_configured_models,baseline_configured_metrics,baseline_num_train_rows,baseline_num_val_rows,baseline_num_test_rows,baseline_num_features,baseline_selected_metrics,baseline_missing_metrics,baseline_dropped_all_nan_metrics,baseline_decision_threshold,baseline_threshold_precision_floor,baseline_threshold_constraint_met,baseline_threshold_selection_metric,baseline_threshold_selection_strategy,baseline_threshold_val_precision,baseline_threshold_val_recall,baseline_threshold_val_f1,baseline_threshold_val_auc,baseline_selection_data_source,baseline_test_metrics_report_only,baseline_train_accuracy,baseline_train_precision,baseline_train_recall,baseline_train_f1,baseline_train_auc,baseline_val_accuracy,baseline_val_precision,baseline_val_recall,baseline_val_f1,baseline_val_auc,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1,baseline_auc,baseline_gap_train_test_accuracy,baseline_gap_train_test_precision,baseline_gap_train_test_recall,baseline_gap_train_test_f1,baseline_gap_train_test_auc,baseline_gap_train_val_accuracy,baseline_gap_train_val_precision,baseline_gap_train_val_recall,baseline_gap_train_val_f1,baseline_gap_train_val_auc,baseline_model_path,baseline_metrics_num_features,baseline_tfidf_num_features,baseline_tfidf_vocabulary_size,baseline_has_commit_text,baseline_threshold_strategy_requested,baseline_split_manifest_path,baseline_split_manifest_hash,baseline_split_mode,baseline_val_size,baseline_use_saved_splits,baseline_feature_mode,baseline_rank_within_dataset,tuned_source_file,tuned_random_seed,tuned_num_train_rows,tuned_num_val_rows,tuned_num_test_rows,tuned_num_features,tuned_train_num_clean,tuned_train_num_defective,tuned_test_num_clean,tuned_test_num_defective,tuned_selected_metrics,tuned_missing_metrics,tuned_dropped_all_nan_metrics,tuned_decision_threshold,tuned_threshold_precision_floor,tuned_threshold_constraint_met,tuned_threshold_selection_metric,tuned_threshold_selection_strategy,tuned_threshold_val_precision,tuned_threshold_val_recall,tuned_threshold_val_f1,tuned_threshold_val_auc,tuned_cv_folds,tuned_cv_mean_precision,tuned_cv_std_precision,tuned_cv_mean_recall,tuned_cv_std_recall,tuned_cv_mean_f1,tuned_cv_std_f1,tuned_cv_mean_auc,tuned_cv_std_auc,tuned_selection_data_source,tuned_test_metrics_report_only,tuned_train_accuracy,tuned_train_precision,tuned_train_recall,tuned_train_f1,tuned_train_auc,tuned_val_accuracy,tuned_val_precision,tuned_val_recall,tuned_val_f1,tuned_val_auc,tuned_accuracy,tuned_precision,tuned_recall,tuned_f1,tuned_auc,tuned_gap_train_test_accuracy,tuned_gap_train_test_precision,tuned_gap_train_test_recall,tuned_gap_train_test_f1,tuned_gap_train_test_auc,tuned_gap_train_val_accuracy,tuned_gap_train_val_precision,tuned_gap_train_val_recall,tuned_gap_train_val_f1,tuned_gap_train_val_auc,tuned_model_path,tuned_candidate_index,tuned_split_mode,tuned_split_manifest_path,tuned_val_num_clean,tuned_val_num_defective,tuned_params_json,tuned_threshold_strategy_requested,tuned_selection_strategy,tuned_selection_metric,delta_recall,delta_f1,delta_auc,delta_precision,delta_accuracy,comparison_schema_version,comparison_mode
jm1,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,jm1::rf,jm1::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jm1_clean.parquet,42.0,9242.0,1320.0,2642.0,5.0,7770.0,1472.0,2221.0,421.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.5068340036581894,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.6142857142857143,0.403125,0.7277670527670528,5.0,0.2863853737138029,0.0157817250086639,0.5991629194050502,0.0243711024181195,0.3872247569057664,0.0165309567487483,0.7246462779427152,0.0137749722430639,validation_threshold,True,0.7117507033109717,0.3078658929722759,0.6487771739130435,0.4175776125929165,0.7582129829752113,0.7106060606060606,0.3,0.6142857142857143,0.403125,0.7277670527670528,0.6990915972747919,0.2922222222222222,0.6247030878859857,0.3981831945495837,0.7347410434408759,0.0126591060361798,0.0156436707500537,0.0240740860270577,0.0193944180433328,0.0234719395343354,0.0011446427049111,0.0078658929722759,0.0344914596273291,0.0144526125929164,0.0304459302081585,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\rf_candidate1.joblib,1.0,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,1110.0,210.0,"{""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 250}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
jm1,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,jm1::xgb,jm1::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\jm1_clean.parquet,42.0,9242.0,1320.0,2642.0,5.0,7770.0,1472.0,2221.0,421.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.5167627930641174,0.3,True,val_recall,max_recall_with_precision_floor,0.3037383177570093,0.6190476190476191,0.4075235109717868,0.7269305019305019,5.0,0.2864957757427672,0.0138169717731297,0.6202398247434566,0.0176941141169448,0.391803762070562,0.0150402519218122,0.7231426381166954,0.0170434383872288,validation_threshold,True,0.7148885522614152,0.3107712333224862,0.6487771739130435,0.4202420242024202,0.7581170699037547,0.7136363636363636,0.3037383177570093,0.6190476190476191,0.4075235109717868,0.7269305019305019,0.7100681302043906,0.301038062283737,0.6199524940617577,0.4052795031055901,0.7353057245618106,0.0048204220570245,0.0097331710387491,0.0288246798512857,0.0149625210968301,0.022811345341944,0.0012521886250516,0.0070329155654768,0.0297295548654243,0.0127185132306333,0.0311865679732528,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\jm1\xgb_candidate2.joblib,2.0,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\jm1\manifest.json,1110.0,210.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""reg_lambda"": 3.0, ""subsample"": 0.8}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
kc1,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,kc1::lgbm,kc1::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\kc1_clean.parquet,42.0,1476.0,210.0,423.0,5.0,1248.0,228.0,358.0,65.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.447638707875585,0.3,True,val_recall,max_recall_with_precision_floor,0.3157894736842105,0.9090909090909092,0.46875,0.8447183701420989,5.0,0.274810523169577,0.0057266901624859,0.7502415458937198,0.0615679587927666,0.4015823230927566,0.0087116567886375,0.7769064059135091,0.0143587232592122,validation_threshold,True,0.5718157181571816,0.2548543689320388,0.9210526315789472,0.3992395437262357,0.8224492521367521,0.6761904761904762,0.3157894736842105,0.9090909090909092,0.46875,0.8447183701420989,0.5508274231678487,0.2406639004149377,0.8923076923076924,0.3790849673202614,0.7915556510528579,0.0209882949893328,0.014190468517101,0.0287449392712549,0.0201545764059743,0.0308936010838942,-0.1043747580332946,-0.0609351047521716,0.0119617224880382,-0.0695104562737642,-0.0222691180053468,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\lgbm_candidate3.joblib,3.0,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,177.0,33.0,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_samples"": 30, ""n_estimators"": 180, ""num_leaves"": 11, ""reg_lambda"": 6.0, ""subsample"": 0.7}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
kc1,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,kc1::rf,kc1::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\kc1_clean.parquet,42.0,1476.0,210.0,423.0,5.0,1248.0,228.0,358.0,65.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.4151916113962419,0.3,True,val_recall,max_recall_with_precision_floor,0.3092783505154639,0.9090909090909092,0.4615384615384615,0.8329053244307483,5.0,0.2752110164116174,0.0078940772074346,0.728695652173913,0.0914739625374687,0.3977498556598889,0.0116824583613907,0.7795005319830045,0.0162586556595916,validation_threshold,True,0.5752032520325203,0.2546125461254612,0.9078947368421052,0.3976945244956772,0.8162973037561853,0.6666666666666666,0.3092783505154639,0.9090909090909092,0.4615384615384615,0.8329053244307483,0.5626477541371159,0.2478991596638655,0.9076923076923076,0.3894389438943894,0.7994413407821228,0.0125554978954044,0.0067133864615956,0.0002024291497976,0.0082555806012877,0.0168559629740624,-0.0914634146341463,-0.0546658043900026,-0.0011961722488037,-0.0638439370427843,-0.016608020674563,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\rf_candidate1.joblib,1.0,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,177.0,33.0,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""min_samples_split"": 6, ""n_estimators"": 150}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
kc1,xgb,metrics_only,metrics_only,,False,paper-v1,training,,kc1::xgb,kc1::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\kc1_experiment.parquet,42.0,0.2,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",1476.0,210.0,423.0,5.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.3788508474826813,0.3,True,val_recall,max_recall_with_precision_floor,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8304228727957542,validation,True,0.5989159891598916,0.2672634271099744,0.9166666666666666,0.4138613861386138,0.857726748762933,0.7095238095238096,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8304228727957542,0.5673758865248227,0.2456896551724137,0.8769230769230769,0.3838383838383838,0.7908895573700043,0.0315401026350689,0.0215737719375606,0.0397435897435897,0.03002300230023,0.0668371913929286,-0.1106078203639179,-0.0736456637991164,0.0075757575757575,-0.0820063824564275,0.0273038759671787,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_kc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,0d557017814d430009c614c1be875248f020efe4bb7799a98ae9acdc31501404,saved_split,0.1,True,metrics_only,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paper-v1,frozen_baseline_vs_tuned
kc1,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,kc1::xgb,kc1::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\kc1_clean.parquet,42.0,1476.0,210.0,423.0,5.0,1248.0,228.0,358.0,65.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.4768067896366119,0.3,True,val_recall,max_recall_with_precision_floor,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8401814757746962,5.0,0.265177138371224,0.0124473291196974,0.7899516908212559,0.1045745434702457,0.3946951775150153,0.0133155640706809,0.7810000745009023,0.0178148086800535,validation_threshold,True,0.5968834688346883,0.2626131953428202,0.8903508771929824,0.4055944055944055,0.8103790626405758,0.7095238095238096,0.3409090909090909,0.9090909090909092,0.4958677685950413,0.8401814757746962,0.5650118203309693,0.2424242424242424,0.8615384615384616,0.3783783783783784,0.788268156424581,0.031871648503719,0.0201889529185777,0.0288124156545208,0.0272160272160271,0.0221109062159947,-0.1126403406891212,-0.0782958955662707,-0.0187400318979266,-0.0902733630006357,-0.0298024131341203,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\kc1\xgb_candidate1.joblib,1.0,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\kc1\manifest.json,177.0,33.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 2, ""min_child_weight"": 5, ""n_estimators"": 120, ""reg_lambda"": 4.0, ""subsample"": 0.8}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
openstack,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,openstack::lgbm,openstack::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42.0,10775.0,1198.0,1331.0,22.0,9457.0,1318.0,1168.0,163.0,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5604513269492177,0.3,True,val_recall,max_recall_with_precision_floor,0.3,0.636986301369863,0.4078947368421052,0.8095148184801292,5.0,0.2915355679032393,0.0115001145912635,0.7374755156123978,0.0151496711803709,0.4178182404113582,0.0137751918173979,0.8221898857271421,0.0099889187921322,validation_threshold,True,0.7987935034802784,0.3497171145685997,0.7503793626707133,0.477086348287506,0.8653919995353139,0.7746243739565943,0.3,0.636986301369863,0.4078947368421052,0.8095148184801292,0.7738542449286251,0.3135135135135135,0.7116564417177914,0.4352720450281426,0.8287750021010168,0.0249392585516533,0.0362036010550861,0.0387229209529218,0.0418143032593634,0.036616997434297,0.0241691295236841,0.0497171145685997,0.1133930613008502,0.0691916114454007,0.0558771810551846,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\openstack\lgbm_candidate1.joblib,1.0,jitline_native_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\openstack\manifest.json,1052.0,146.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 2.0, ""subsample"": 0.8}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
openstack,rf,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,openstack::rf,openstack::rf::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42.0,10775.0,1198.0,1331.0,22.0,9457.0,1318.0,1168.0,163.0,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.4449099916849131,0.3,True,val_recall,max_recall_with_precision_floor,0.3003194888178914,0.6438356164383562,0.4095860566448802,0.802222772019376,5.0,0.3431722911091375,0.0169390659485216,0.5788570111764029,0.0288327115058599,0.4307231587370701,0.0195305377340144,0.811373402480062,0.011092335056784,validation_threshold,True,0.8232946635730859,0.4022681787858572,0.9150227617602428,0.5588507877664504,0.9379575758849696,0.7737896494156928,0.3003194888178914,0.6438356164383562,0.4095860566448802,0.802222772019376,0.772351615326822,0.3087431693989071,0.6932515337423313,0.4272211720226843,0.8255473149004118,0.0509430482462639,0.0935250093869501,0.2217712280179115,0.131629615743766,0.1124102609845578,0.049505014157393,0.1019486899679658,0.2711871453218866,0.1492647311215701,0.1357348038655936,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\openstack\rf_candidate3.joblib,3.0,jitline_native_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\openstack\manifest.json,1052.0,146.0,"{""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 350}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
openstack,xgb,metrics_only,metrics_only,,False,paper-v1,training,,openstack::xgb,openstack::xgb::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42.0,0.2,"rf,xgb,lgbm","la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",10775.0,1198.0,1331.0,22.0,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.5546623468399048,0.3,True,val_recall,max_recall_with_precision_floor,0.3012422360248447,0.6643835616438356,0.4145299145299145,0.8088637429032761,validation,True,0.802784222737819,0.3579725448785639,0.7716236722306525,0.4890598701610964,0.8794784411126603,0.7712854757929883,0.3012422360248447,0.6643835616438356,0.4145299145299145,0.8088637429032761,0.7791134485349361,0.3185595567867036,0.7055214723926381,0.4389312977099237,0.8301065215564334,0.0236707742028828,0.0394129880918602,0.0661021998380144,0.0501285724511727,0.0493719195562268,0.0314987469448306,0.0567303088537191,0.1072401105868169,0.0745299556311818,0.0706146982093841,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\xgb_openstack.joblib,22.0,0.0,0.0,False,recall_with_precision_floor,.,,jitline_native_split,0.1,False,metrics_only,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paper-v1,frozen_baseline_vs_tuned
openstack,xgb,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,openstack::xgb,openstack::xgb::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\openstack_clean.parquet,42.0,10775.0,1198.0,1331.0,22.0,9457.0,1318.0,1168.0,163.0,"la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr",,,0.559322714805603,0.3,True,val_recall,max_recall_with_precision_floor,0.3018867924528302,0.6575342465753424,0.4137931034482758,0.8079327048283764,5.0,0.295942953759237,0.0087733521604593,0.7291364212466874,0.0100207341522608,0.4209713700805436,0.01026149756118,0.8235851194117203,0.0093295642517751,validation_threshold,True,0.8037122969837587,0.3589380530973451,0.7693474962063733,0.4895003620564808,0.8782354938405815,0.7729549248747913,0.3018867924528302,0.6575342465753424,0.4137931034482758,0.8079327048283764,0.7806160781367393,0.3193277310924369,0.6993865030674846,0.4384615384615384,0.8300434910496679,0.0230962188470194,0.0396103220049081,0.0699609931388887,0.0510388235949423,0.0481920027909136,0.0307573721089673,0.0570512606445149,0.1118132496310309,0.0757072586082049,0.0703027890122051,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\openstack\xgb_candidate2.joblib,2.0,jitline_native_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\openstack\manifest.json,1052.0,146.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 250, ""reg_lambda"": 3.0, ""subsample"": 0.8}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
pc1,lgbm,metrics_only,metrics_only,,False,paper-v1,training,,pc1::lgbm,pc1::lgbm::training,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\experiments\pc1_experiment.parquet,42.0,0.2,"rf,xgb,lgbm","loc,v(g),ev(g),iv(g),branchCount",776.0,110.0,223.0,5.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.6716400049801186,0.3,True,val_recall,max_recall_with_precision_floor,0.3076923076923077,0.5,0.3809523809523809,0.6770833333333334,validation,True,0.9149484536082474,0.4375,0.7777777777777778,0.56,0.9534728634451628,0.8818181818181818,0.3076923076923077,0.5,0.3809523809523809,0.6770833333333334,0.8295964125560538,0.1714285714285714,0.4,0.24,0.7668269230769231,0.0853520410521936,0.2660714285714285,0.3777777777777777,0.32,0.1866459403682395,0.0331302717900655,0.1298076923076923,0.2777777777777778,0.1790476190476191,0.2763895301118293,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics\lgbm_pc1.joblib,5.0,0.0,0.0,False,recall_with_precision_floor,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,76781b4ddef3908e2d7b9e8539281437866dcd75d664d756c25dba7a62d92adc,saved_split,0.1,True,metrics_only,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paper-v1,frozen_baseline_vs_tuned
pc1,lgbm,metrics_only,metrics_only,,False,paper-v1,tuned_best_table,2026-06-27T05:31:34,pc1::lgbm,pc1::lgbm::tuned_best_table,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\results\tables\results_table.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\processed\pc1_clean.parquet,42.0,776.0,110.0,223.0,5.0,722.0,54.0,208.0,15.0,"loc,v(g),ev(g),iv(g),branchCount",,,0.8672812110210715,0.3,True,val_recall,max_recall_with_precision_floor,1.0,0.125,0.2222222222222222,0.7518382352941176,5.0,0.1321455382642653,0.0297906644448902,0.4981818181818181,0.116477217294887,0.2080600666189686,0.0456885219071115,0.7051235632183908,0.08025409053615,validation_threshold,True,0.9381443298969072,0.75,0.1666666666666666,0.2727272727272727,0.8912101159331076,0.9363636363636364,1.0,0.125,0.2222222222222222,0.7518382352941176,0.9192825112107624,0.2857142857142857,0.1333333333333333,0.1818181818181818,0.7801282051282051,0.0188618186861448,0.4642857142857143,0.0333333333333333,0.0909090909090908,0.1110819108049024,0.0017806935332708,-0.25,0.0416666666666666,0.0505050505050505,0.1393718806389899,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\models\metrics_tuned\pc1\lgbm_candidate1.joblib,1.0,saved_split,C:\Users\Dam Hieu\Desktop\CNDM - VIẾT BÁO + KLTN\prototype\data\splits\pc1\manifest.json,102.0,8.0,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_samples"": 20, ""n_estimators"": 120, ""num_leaves"": 7, ""reg_lambda"": 4.0, ""subsample"": 0.8}",recall_with_precision_floor,best_validation_threshold_candidate_cv_tiebreak,val_recall_then_val_f1_precision_floor_0.30,,,,,,paper-v1,frozen_baseline_vs_tuned
