text_branch,num_datasets,num_models,mean_delta_accuracy,mean_delta_precision,mean_delta_recall,mean_delta_f1,mean_delta_auc,num_improved_f1,num_improved_auc
tfidf,3,9,-0.02312726842725072,-0.016832687056549323,0.09577900857499834,0.012978237822308804,0.025926682818244506,6,7
